,ZipCode,Address,LandUse,OwnerType,LotArea,BldgArea,NumBldgs,UnitsRes,UnitsTotal,LotFront,BldgFront,AssessLand,AssessTot,YearBuilt,YearAlter,IfAlter,ResidFAR,CommFAR,FacilFAR,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_10,LandUse_11,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Population,PopDensity,MedIncome,AvgIncome,PerCapitaIncome,HighIncomeHouse,NumofHouses,NumofCondos,EduRate,UnemployedRate,MarriedRate,DivorcedRate,LandUseStr,Zone
16716,10036,330 WEST 42 STREET,5,P,27975,552775,1,0,664,130.17,153,12735000,59984550,1931,1987,1,10,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16717,10036,338 WEST 42 STREET,8,P,19113,72317,1,0,1,96.83,97,3105000,7562250,1951,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Public Facility,Chelsea & Clinton
16721,10036,355 WEST 41 STREET,4,P,2469,9045,2,16,17,25,25,90000,1308600,1930,1986,1,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16726,10036,351 WEST 42 STREET,8,P,8030,107679,1,0,1,80,80,1689314,7679264,1929,1989,1,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Public Facility,Chelsea & Clinton
16727,10036,349 WEST 42 STREET,3,P,10459,230000,1,268,272,100,80,1170000,28111500,2003,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. w Elevator,Chelsea & Clinton
16728,10036,329 WEST 42 STREET,8,X,2500,5590,1,0,1,25,25,351450,576900,1920,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Public Facility,Chelsea & Clinton
16735,10036,661 8 AVENUE,5,P,6035,12905,1,0,1,80.42,80,3136500,15769800,1972,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16737,10036,671 8 AVENUE,5,P,12552,72039,2,0,10,100.42,100,2394000,4882500,1928,1982,1,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16740,10036,326 WEST 43 STREET,2,P,5020,19390,2,40,40,50,50,274500,835200,1930,1982,1,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16742,10036,332 WEST 43 STREET,8,X,17656,13947,2,0,2,75,75,2668500,3889350,1920,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Public Facility,Chelsea & Clinton
16750,10036,608 9 AVENUE,4,P,1475,4418,1,6,7,25,25,147620,528378,1920,1962,1,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16752,10036,341 WEST 43 STREET,9,C,19087,750,1,0,1,195,30,2452500,2830050,1960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Open Space,Chelsea & Clinton
16756,10036,327 WEST 43 STREET,8,X,2510,7500,1,0,1,25,25,330750,830700,1920,1995,1,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Public Facility,Chelsea & Clinton
16757,10036,325 WEST 43 STREET,2,P,2510,9535,1,15,15,25,25,108000,881550,1930,1983,1,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16758,10036,323 WEST 43 STREET,2,P,2510,9535,1,16,16,25,25,108000,1020600,1920,0,0,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16761,10036,681 8 AVENUE,5,P,6000,24000,1,0,8,60,60,958500,3121650,1929,1998,1,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16762,10036,687 8 AVENUE,4,P,2017,7760,1,4,5,20.17,20,1300500,2211750,1920,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16763,10036,689 8 AVENUE,4,P,2017,5503,1,4,5,20.17,18.16,562500,1902600,1920,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16765,10036,307 WEST 43 STREET,4,X,2512,15225,1,9,10,25,25,11850,1719900,2010,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16772,10036,354 WEST 44 STREET,2,P,2552,7575,2,5,6,25.42,25,41565,277612,1910,0,0,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16773,10036,356 WEST 44 STREET,4,P,2510,8940,1,6,7,25,25,114445,746496,1920,0,0,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16774,10036,618 9 AVENUE,5,P,4017,10280,1,0,12,40.17,40,517500,1803600,1920,0,0,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16784,10036,341 WEST 44 STREET,5,X,2510,7220,1,0,2,25,25,189450,1561500,1932,0,0,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16785,10036,339 WEST 44 STREET,4,P,2510,9647,1,16,17,25,25,141750,927450,1920,1963,1,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16786,10036,331 WEST 44 STREET,5,P,10042,16184,1,0,0,100,100,720000,1116000,1923,1989,1,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16787,10036,315 WEST 44 STREET,5,P,23525,181021,3,0,75,200,200,7200000,16286400,1931,1990,1,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16789,10036,701 8 AVENUE,5,P,10040,37461,1,0,4,100.42,100,1291500,4118400,1928,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16791,10036,302 WEST 45 STREET,5,P,13389,39762,2,0,1,133.33,133,2137500,2897100,1924,0,0,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16792,10036,316 WEST 45 STREET,4,P,5021,11424,5,8,10,50,50,742500,1856700,1920,0,0,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16793,10036,326 WEST 45 STREET,2,P,1757,3268,1,6,6,17.5,18,40996,201113,1920,1986,1,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16798,10036,354 WEST 45 STREET,5,P,2510,8850,1,0,2,25,25,184500,1077300,1925,0,0,6.02,6,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16804,10036,644 9 AVENUE,4,P,2500,9190,1,18,20,25,25,128700,920700,1930,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16806,10036,648 9 AVENUE,2,P,2500,9090,1,18,20,25,25,77400,962550,1930,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16809,10036,341 WEST 45 STREET,3,P,10042,42396,1,90,90,100,100,859500,6289650,1939,1986,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. w Elevator,Chelsea & Clinton
16812,10036,317 WEST 45 STREET,5,P,5452,42831,1,0,180,54.3,54.3,900000,2353950,1900,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16813,10036,305 WEST 45 STREET,3,P,12563,44466,1,85,85,125.08,112,585000,3873600,1914,1986,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. w Elevator,Chelsea & Clinton
16816,10036,727 8 AVENUE,4,P,8164,29670,7,79,87,75.25,25,495000,3306150,1890,1998,1,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16817,10036,308 WEST 46 STREET,8,P,9225,17568,1,0,2,91.67,92,1413000,2216250,1922,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Public Facility,Chelsea & Clinton
16818,10036,320 WEST 46 STREET,5,P,4418,24308,1,0,6,44,44,576000,2389050,1928,1988,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16821,10036,328 WEST 46 STREET,4,P,4017,7316,2,12,14,40,40,256950,1912950,1920,1982,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16824,10036,336 WEST 46 STREET,2,P,4020,4133,1,6,6,40,20,79011,387318,1900,1984,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16826,10036,342 WEST 46 STREET,4,P,2010,5573,1,8,9,20,20,34838,369750,1920,2009,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16827,10036,344 WEST 46 STREET,4,P,2010,6528,1,10,11,20,20,369000,787050,1920,1986,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16828,10036,346 WEST 46 STREET,5,P,3575,18580,4,21,22,35.5,36,1125000,3399300,1920,2007,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16834,10036,368 WEST 46 STREET,4,P,1674,6838,1,9,10,16.67,17,88371,433485,1920,2005,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16840,10036,360 WEST 46 STREET,4,P,1682,2752,1,12,13,16.67,17,69300,638100,1920,1971,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16841,10036,366 WEST 46 STREET,2,P,1682,2973,1,4,4,16.67,17,208949,338118,1920,1984,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16842,10036,370 WEST 46 STREET,4,P,1116,3480,1,3,4,18.5,19,123037,269557,1920,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16844,10036,654 9 AVENUE,4,P,1260,4240,1,8,9,20,20,134597,542659,1920,1985,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16847,10036,666 9 AVENUE,4,P,1883,7995,1,8,10,26.75,27,104281,569104,1920,1984,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16848,10036,670 9 AVENUE,4,P,1958,8010,1,8,10,25.08,25,129022,556610,1920,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16850,10036,363 WEST 46 STREET,4,P,1667,2694,1,6,7,16.5,17,96424,368436,1920,1981,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16852,10036,357 WEST 46 STREET,1,P,1657,3712,1,1,1,16.5,16.5,90875,165888,1899,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,1&2 Faml. ,Chelsea & Clinton
16856,10036,345 WEST 46 STREET,4,P,1968,3827,1,11,12,19.5,20,139500,876600,1920,1985,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16868,10036,304 WEST 47 STREET,5,C,2000,5500,1,0,1,25,25,252000,491850,1925,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16871,10036,316 WEST 47 STREET,2,P,2510,9645,1,12,12,25,25,207000,762300,1920,2003,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16873,10036,320 WEST 47 STREET,2,P,3013,9365,1,10,10,30,30,62641,307464,1920,1988,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16874,10036,322 WEST 47 STREET,2,P,1808,7330,1,9,9,18,18,68865,337539,1920,1987,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16877,10036,328 WEST 47 STREET,2,P,2812,11275,1,20,20,28,28,156150,1171350,1920,1983,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16878,10036,330 WEST 47 STREET,2,P,2008,5840,1,5,5,20,20,79088,260000,1920,1983,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16886,10036,348 WEST 47 STREET,2,P,6271,22328,3,36,38,75,25,353250,2867400,1900,1983,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16896,10036,353 WEST 46 STREET,5,P,1968,4043,1,1,3,19.5,20,180000,396450,1920,1982,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16897,10036,343 WEST 46 STREET,4,P,1958,4832,1,3,4,19.5,20,222367,485707,1915,1989,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16903,10036,353 WEST 47 STREET,2,P,2710,10735,1,14,16,27,27,64350,836550,1920,1986,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16904,10036,351 WEST 47 STREET,2,P,2044,8165,1,10,10,21,21,53596,263541,1920,1986,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16906,10036,343 WEST 47 STREET,2,P,2510,5272,1,4,4,25,25,123210,480483,1920,1987,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16907,10036,341 WEST 47 STREET,3,P,2510,8179,1,13,13,25,25,77850,832950,1910,1985,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. w Elevator,Chelsea & Clinton
16909,10036,337 WEST 47 STREET,8,C,30125,80617,1,0,2,150,150,3870000,8134650,1925,1989,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Public Facility,Chelsea & Clinton
16910,10036,323 WEST 47 STREET,2,P,2510,9975,1,11,11,25,25,128700,907200,1920,1983,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16912,10036,319 WEST 47 STREET,2,P,2510,9975,1,13,15,25,25,103500,777600,1920,1989,1,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
16913,10036,315 WEST 47 STREET,8,P,10042,21000,1,0,0,50,0,1269000,5652900,2001,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Public Facility,Chelsea & Clinton
16918,10036,771 8 AVENUE,5,P,5008,9500,1,0,1,50,50,1912500,6505650,1978,2006,1,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16919,10036,777 8 AVENUE,4,P,5000,15000,1,0,1,50,50,1021500,3886200,1930,0,0,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16921,10036,783 8 AVENUE,5,P,2527,6479,1,0,2,25.25,25,306000,1390500,1920,2004,1,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16922,10036,787 8 AVENUE,4,P,2025,10000,1,0,1,32.33,32,377100,1498500,1920,1998,1,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Resi. & Cml.,Chelsea & Clinton
16925,10036,322 WEST 48 STREET,5,P,5021,29646,1,0,5,50,50,810000,2042550,1920,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Cml. & Office,Chelsea & Clinton
16927,10036,340 WEST 48 STREET,2,P,2510,7497,1,15,15,25,25,171000,769050,1920,0,0,6.02,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24711,56034,75966,115834,73546,0.174,18404,13842,0.951,0.065,0.635,0.088,Multi Faml. ,Chelsea & Clinton
