,AssessTot,LotArea,BldgArea,LotFront,BldgFront,ResidFAR,CommFAR,FacilFAR,YearBuilt,IfAlter,Central Harlem,Chelsea and Clinton,East Harlem,Gramercy Park and Murray Hill,Greenwich Village and Soho,Lower Manhattan,Lower East Side,Upper East Side,Upper West Side,Inwood and Washington Heights,LandUse_01,LandUse_02,LandUse_03,LandUse_04,LandUse_05,LandUse_06,LandUse_07,LandUse_08,LandUse_09,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X
254,33684750.0,16620.0,396607.0,61.0,61.0,10.0,15.0,15.0,1907.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
255,26139150.0,17626.0,400294.0,118.58,116.0,10.0,15.0,15.0,1907.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
256,11821500.0,16844.0,246106.0,28.25,28.25,10.0,15.0,15.0,1915.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
257,11368350.0,26800.0,181725.0,124.58,125.0,10.0,15.0,15.0,1921.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
259,6012900.0,5882.0,83362.0,78.75,78.0,10.0,15.0,15.0,1973.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
260,10110600.0,10989.0,102591.0,102.42,99.0,10.0,15.0,15.0,1958.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
263,841500.0,790.0,1580.0,60.92,60.0,10.0,15.0,15.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
265,1661850.0,4381.0,8008.0,114.67,112.0,10.0,15.0,15.0,1980.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
266,1033650.0,2662.0,13300.0,52.58,52.58,10.0,15.0,15.0,1978.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
270,909450.0,2287.0,8500.0,25.0,25.0,10.0,15.0,15.0,1986.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
271,615146.0,4613.0,23030.0,50.0,50.0,10.0,15.0,15.0,1926.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
274,5405850.0,6085.0,57941.0,52.33,52.33,10.0,15.0,15.0,1929.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
276,1258200.0,2796.0,10950.0,27.33,27.0,10.0,15.0,15.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
277,1910937.0,4664.0,21489.0,49.92,50.0,10.0,15.0,15.0,1926.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
285,18009450.0,22437.0,258071.0,133.42,133.0,10.0,15.0,15.0,1926.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
286,59645250.0,20161.0,420322.0,116.92,65.0,10.0,15.0,15.0,1989.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
287,28912051.0,30080.0,400490.0,176.08,176.08,10.0,15.0,15.0,1921.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
289,44218350.0,16980.0,357001.0,158.67,158.67,10.0,15.0,15.0,1908.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
293,1299184650.0,833945.0,8837500.0,950.0,200.0,10.0,10.0,10.0,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
296,51124950.0,25838.0,647875.0,119.08,115.0,10.0,15.0,15.0,1973.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
305,1348200.0,2440.0,11859.0,24.67,25.0,10.0,15.0,15.0,1920.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
310,425833.0,915.0,4134.0,15.5,16.0,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
312,14860800.0,5198.0,167448.0,57.75,58.0,10.0,15.0,15.0,1911.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
313,2764800.0,7878.0,30681.0,83.42,83.0,10.0,15.0,15.0,1901.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
314,30406500.0,13133.0,279669.0,96.08,95.0,10.0,15.0,15.0,1924.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
318,950300.0,1512.0,14645.0,23.58,23.0,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
319,1024920.0,1013.0,4420.0,34.92,34.92,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
327,10588500.0,9066.0,124910.0,72.33,72.33,10.0,15.0,15.0,1908.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
328,5736150.0,4792.0,58354.0,56.5,56.0,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
330,15006150.0,11960.0,168176.0,75.17,78.0,10.0,15.0,15.0,1927.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
331,2279250.0,2994.0,31118.0,53.75,54.0,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
332,695682.0,1607.0,5460.0,24.92,25.0,10.0,15.0,15.0,1920.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
337,96549300.0,59391.0,1073000.0,286.4,218.0,10.0,15.0,15.0,1965.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
338,57800700.0,23382.0,558327.0,178.17,157.0,10.0,15.0,15.0,1986.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
339,780300.0,3423.0,3144.0,42.5,42.0,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
341,12560400.0,10894.0,155450.0,106.08,106.08,10.0,15.0,15.0,1958.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
342,12013200.0,14048.0,155026.0,101.33,101.33,10.0,15.0,15.0,1925.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
343,12115237.0,7488.0,115590.0,70.08,71.0,10.0,15.0,15.0,1907.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
344,13558500.0,4636.0,71539.0,27.25,27.0,10.0,15.0,15.0,1998.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
346,31847400.0,18513.0,377120.0,121.58,78.0,10.0,15.0,15.0,1973.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
350,25293600.0,16642.0,222000.0,105.25,123.0,10.0,15.0,15.0,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
351,75960900.0,24128.0,627330.0,242.0,80.0,10.0,15.0,15.0,2003.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
352,21823200.0,9914.0,114226.0,119.23,63.0,10.0,15.0,15.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
355,3022200.0,8717.0,42480.0,63.0,61.0,10.0,15.0,15.0,1936.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
356,2007450.0,4618.0,17888.0,20.42,20.0,10.0,15.0,15.0,1938.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
360,38594700.0,23555.0,453857.0,173.42,173.0,10.0,15.0,15.0,1971.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
361,33222600.0,24092.0,481858.0,112.25,100.0,10.0,15.0,15.0,1972.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
363,5556150.0,9026.0,52969.0,79.42,79.42,10.0,15.0,15.0,1930.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
372,544500.0,1082.0,424.0,21.75,12.0,10.0,15.0,15.0,1940.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
376,3487050.0,5082.0,20675.0,21.75,21.75,10.0,15.0,15.0,1982.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
377,4876650.0,164325.0,164325.0,273.33,0.0,10.0,3.4,10.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
378,4375350.0,146025.0,35691.0,238.0,0.0,10.0,3.4,10.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
380,1878300.0,21475.0,21475.0,208.0,208.0,10.0,3.4,10.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
385,15110100.0,47539.0,125500.0,195.17,20.0,10.0,15.0,15.0,1980.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
387,97222424.0,41656.0,744146.0,276.5,0.0,10.0,15.0,15.0,1993.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
388,59176350.0,33294.0,541000.0,100.0,84.0,10.0,10.0,10.0,1973.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
391,18486900.0,11828.0,234553.0,101.5,101.5,10.0,10.0,10.0,1987.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
393,15676200.0,31876.0,296076.0,191.92,192.0,10.0,10.0,10.0,1929.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
398,1111927.0,1600.0,7795.0,75.0,24.58,10.0,10.0,10.0,1882.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
400,2302198.0,2560.0,16976.0,26.3,0.0,10.0,10.0,10.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
401,3232800.0,3663.0,40564.0,59.0,59.0,10.0,10.0,10.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
403,1127250.0,4782.0,21520.0,26.08,26.0,10.0,10.0,10.0,1948.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
407,1598850.0,4897.0,14691.0,68.83,69.0,10.0,10.0,10.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410,13797450.0,12180.0,160000.0,68.33,65.0,10.0,10.0,10.0,1926.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
411,60922350.0,32511.0,788241.0,188.25,188.25,10.0,10.0,10.0,1956.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
412,6837300.0,12032.0,107124.0,74.0,74.0,10.0,10.0,10.0,1918.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
413,1214100.0,2609.0,12500.0,25.92,25.0,10.0,10.0,10.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
414,3478950.0,5573.0,35674.0,54.75,54.0,10.0,10.0,10.0,1942.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
417,708063.0,1163.0,5800.0,19.5,20.0,10.0,10.0,10.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
419,6512850.0,3718.0,76988.0,81.83,81.0,10.0,10.0,10.0,1905.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
420,43307550.0,21242.0,493039.0,130.5,130.5,10.0,10.0,10.0,1912.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
422,8993250.0,5646.0,74863.0,50.0,50.0,10.0,10.0,10.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
425,442800.0,927.0,3900.0,18.0,18.0,10.0,15.0,15.0,1930.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
443,14820300.0,10060.0,107243.0,77.58,78.0,10.0,15.0,15.0,1920.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
444,1881450.0,3173.0,33634.0,26.33,26.0,10.0,15.0,15.0,1903.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
445,32528700.0,34653.0,165000.0,201.0,20.0,10.0,15.0,15.0,1910.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
455,83650950.0,36775.0,1052861.0,154.25,154.0,10.0,15.0,15.0,1916.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
457,263317050.0,47250.0,1636000.0,239.58,200.0,10.0,10.0,10.0,2003.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
459,87679800.0,75460.0,1154357.0,203.0,200.0,10.0,15.0,15.0,1935.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460,22010850.0,64560.0,8875.0,166.75,0.0,10.0,15.0,15.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
461,15844050.0,16028.0,133198.0,100.67,101.0,10.0,15.0,15.0,1918.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464,4717800.0,6923.0,80298.0,74.42,74.0,10.0,15.0,15.0,1907.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466,5289300.0,3949.0,71959.0,52.42,52.0,10.0,15.0,15.0,1911.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
468,63972000.0,10077.0,531000.0,100.0,150.0,10.0,15.0,15.0,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
469,31303350.0,16409.0,480831.0,100.67,101.0,10.0,15.0,15.0,1927.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
472,1366650.0,6067.0,17664.0,45.92,46.0,10.0,15.0,15.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
473,66094200.0,33340.0,756138.0,117.92,140.0,10.0,15.0,15.0,1961.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
474,3991500.0,5672.0,42200.0,40.17,0.0,10.0,15.0,15.0,2001.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
475,9191250.0,17855.0,86265.0,149.33,149.33,10.0,15.0,15.0,1940.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
477,687420.0,2970.0,17862.0,35.25,35.0,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
478,8309059.0,14937.0,128220.0,100.92,100.0,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
479,32006590.0,5106.0,199057.0,50.02,0.0,10.0,15.0,15.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
488,1021050.0,2954.0,5908.0,25.0,25.0,10.0,10.0,10.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
489,4792500.0,8830.0,38320.0,117.75,118.0,10.0,15.0,15.0,1929.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
493,1647450.0,3480.0,31073.0,52.75,51.0,10.0,10.0,10.0,1908.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
494,18423450.0,10586.0,177433.0,82.83,83.0,10.0,10.0,10.0,1951.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
498,1635300.0,4260.0,24610.0,27.92,28.0,10.0,10.0,10.0,1935.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
499,230850.0,1502.0,1435.0,42.5,43.0,10.0,15.0,15.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
500,7106400.0,12173.0,108793.0,75.58,76.0,10.0,15.0,15.0,1910.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
504,733500.0,1410.0,4836.0,19.0,19.0,10.0,15.0,15.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
509,31658400.0,30332.0,463679.0,260.42,260.0,10.0,10.0,10.0,1927.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
511,1197900.0,2310.0,13840.0,26.0,26.0,10.0,10.0,10.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
514,530550.0,2345.0,7540.0,23.67,23.0,10.0,10.0,10.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
515,396450.0,1837.0,5926.0,24.33,24.0,10.0,10.0,10.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
516,7719750.0,7547.0,79079.0,71.08,69.0,10.0,10.0,10.0,1973.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
518,107312850.0,357935.0,2155492.0,610.25,210.0,6.02,0.0,6.5,1971.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
520,60674850.0,95255.0,655775.0,232.17,184.0,10.0,10.0,10.0,1970.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
521,15069600.0,41293.0,208576.0,186.08,204.82,10.0,10.0,10.0,1981.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
524,4908600.0,6481.0,34385.0,93.0,0.0,6.02,6.0,6.5,1983.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
525,13239702.0,33348.0,128123.0,203.33,203.0,6.02,6.0,6.5,1983.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
526,7593300.0,24165.0,80000.0,62.08,20.0,6.02,6.0,6.5,1983.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
527,330300.0,1455.0,4960.0,20.08,20.0,6.02,6.0,6.5,1980.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
528,1227150.0,2896.0,11500.0,51.0,48.0,6.02,6.0,6.5,1983.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
536,303750.0,1290.0,4772.0,16.67,17.0,6.02,6.0,6.5,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
537,136176.0,1314.0,4856.0,16.75,17.0,6.02,6.0,6.5,1940.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
543,3194550.0,9149.0,40000.0,125.0,125.1,6.02,6.0,6.5,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
544,1871550.0,3750.0,15400.0,50.1,25.0,6.02,6.0,6.5,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
545,1714073.0,2830.0,14400.0,37.75,89.5,6.02,6.0,6.5,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
547,366293.0,988.0,4883.0,19.17,18.0,6.02,6.0,6.5,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
548,2166300.0,2550.0,14261.0,25.1,25.0,6.02,6.0,6.5,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
549,655584.0,2718.0,9826.0,36.67,36.67,6.02,6.0,6.5,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
550,704214.0,2465.0,11457.0,34.75,35.0,6.02,6.0,6.5,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
553,59097.0,477.0,1900.0,18.69,18.6,6.02,6.0,6.5,1998.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
556,5948550.0,7473.0,31984.0,99.92,100.0,6.02,6.0,6.5,1989.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
565,34038900.0,62645.0,301941.0,329.71,240.0,10.0,10.0,10.0,1968.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
568,142297650.0,41370.0,900766.0,210.37,158.88,10.0,10.0,10.0,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
569,13476600.0,11075.0,111685.0,95.92,96.0,10.0,10.0,10.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
570,10327050.0,7865.0,125840.0,102.92,102.0,10.0,10.0,10.0,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
572,235065.0,1866.0,10722.0,25.0,25.0,6.02,6.0,6.5,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
574,487054.0,3019.0,12585.0,25.0,25.0,6.02,6.0,6.5,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
576,9265050.0,17789.0,112362.0,202.42,202.0,6.02,6.0,6.5,1950.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
578,1820700.0,6377.0,10090.0,50.08,50.0,6.02,6.0,6.5,1973.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
580,913243.0,3085.0,9655.0,0.07,0.0,6.02,6.0,6.5,1922.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
588,4095450.0,5499.0,31715.0,69.58,65.0,6.02,6.0,6.5,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
589,597150.0,1737.0,7774.0,23.42,23.0,6.02,6.0,6.5,1930.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
592,792337.0,2627.0,15765.0,27.33,27.0,6.02,6.0,6.5,1920.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
597,235800.0,1991.0,1991.0,24.0,24.0,6.02,6.0,6.5,1950.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
598,877921.0,1804.0,14800.0,24.5,25.0,6.02,6.0,6.5,1906.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
599,619405.0,1738.0,8032.0,24.58,25.0,6.02,6.0,6.5,1920.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
605,66358350.0,781000.0,1264820.0,689.0,121.0,3.44,0.0,6.5,1950.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
606,5213700.0,39875.0,115659.0,191.08,188.0,3.44,0.0,6.5,1950.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
607,17220150.0,117191.0,111673.0,425.0,250.0,3.44,0.0,6.5,1965.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
609,33521400.0,53675.0,305000.0,325.5,273.5,10.0,10.0,10.0,1975.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
610,68015700.0,58193.0,822318.0,229.61,0.0,10.0,10.0,10.0,1912.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
