id,AssessTot,BldgArea,LotFront,YearBuilt,CommFAR,MedIncome,IfAlter,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Zone,LandUse
31618,65363,4300,25,1909,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31619,46819,3300,25,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31620,56951,3540,25,1899,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31621,10288,2360,25,1899,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31622,35953,3240,25,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31624,10974,3540,25,1899,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31625,89960,3654,25,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31628,243000,3723,20,1910,0,40782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31629,167421,3752,20,1910,0,40782,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31630,187907,3752,20,1910,0,40782,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31632,70687,6090,18,1909,0,27424,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31635,351381,11246,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31636,115671,9369,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,4
31637,416754,8329,24.92,1901,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31639,181800,17668,34.5,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31640,51717,4554,20.5,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31641,203653,4072,20,1909,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31645,38382,6000,20,1909,0,35491,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31646,203653,4072,20,1909,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31647,182250,4392,20,1909,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31648,182250,4392,20,1909,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31649,21006,4072,20,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31651,214200,5029,20,1909,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31653,45539,5520,20,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31655,38415,4236,20,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31656,66150,2694,20,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31657,119510,5000,20,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31658,32735,2903,20,1909,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Central Harlem,2
31659,93155,6660,20,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31660,335250,10677,100,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31661,331650,500,199.83,1936,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Central Harlem,9
31662,277821,6842,35.67,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31664,86850,3825,18.33,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31665,11660,3300,15,1899,0,35491,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31666,18678,2472,15,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31668,724950,13200,30,1900,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31669,353250,21444,50,1920,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31670,346050,12685,33.33,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31672,362700,12685,33.33,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31673,5492250,79989,250,1989,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31674,21766,3200,16.67,1899,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31675,361800,10190,24.92,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31676,248400,2125,25,1920,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31677,163798,8500,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31678,159175,8680,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31679,44449,4072,20,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31680,42680,4072,20,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31681,41994,4072,20,1880,0,35491,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31685,118638,2724,17.83,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31687,65852,3600,15,2007,0,35491,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31690,200250,5440,17,1909,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31691,69401,3000,16.58,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,4
31692,71848,3000,16.58,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,4
31693,90366,4200,16.58,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31694,62734,3456,16.67,1890,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31695,162858,3492,16.67,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31699,21040,2247,12.5,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31700,706500,20700,50,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31702,40786,2040,16.67,1899,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31703,54174,2560,16.5,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31704,292500,8350,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31705,337077,8750,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31706,277136,8495,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31709,103950,9785,25,1909,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31710,309150,12097,24.92,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31711,320760,10315,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31712,59749,5000,19.92,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31713,42060,4000,20,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31716,260000,8705,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31717,74833,8705,25,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31719,276822,8705,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31720,24133,9285,25,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,2
31721,331500,12150,33.33,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31722,448650,12150,33.33,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31723,172439,12680,33.33,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,2
31724,215784,8640,25,1900,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31725,1167300,38680,125,1972,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Central Harlem,3
31726,66600,2100,16.67,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31727,203850,5835,70.83,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31729,30414,3068,37.5,2000,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31730,30416,3068,18.75,2000,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31732,50553,2817,18.5,1880,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31733,46126,3888,19,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31734,132300,5784,33.58,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31737,69401,3200,16.58,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,4
31738,69401,3000,16.58,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,4
31739,114957,2510,16.67,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31740,6171,2247,12.5,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31742,62551,2664,16.67,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,1
31743,38136,3956,15,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31744,31372,4000,20,1910,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31749,30416,3068,18.75,2000,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31751,86316,3340,16.58,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31752,71848,3200,16.58,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,4
31759,1686600,33285,148,1940,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31765,9366300,267008,215,1958,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31768,535500,31475,125,1931,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Central Harlem,9
31770,207905,6700,87.5,1915,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31773,74106900,1267362,199.83,1965,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Central Harlem,8
31774,5492250,100200,199.83,1956,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Central Harlem,8
31775,146784150,1017118,289.1,2009,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Central Harlem,8
31776,830700,24300,174.83,1936,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Central Harlem,8
31777,3835350,32892,199.83,1987,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31778,679050,17926,50,1930,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31779,1364400,21979,50,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31780,177300,4993,50,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31781,3196800,29760,100,2001,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31782,1203750,10802,25,2001,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31783,1203750,10802,25,2001,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31784,2400750,21605,50,2001,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31785,207450,16122,40,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31786,224550,16122,40,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31787,226350,16122,40,1920,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31788,279450,16122,40,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31789,465300,16122,40,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,2
31790,399600,14514,36.25,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,2
31791,260550,14160,35.58,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31792,265950,14070,36.58,1926,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31793,261450,14070,36.58,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31794,346950,14731,37.5,1920,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31795,280800,15760,49.92,1920,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31796,295200,12622,50,1920,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,4
31797,3018600,63284,245,1984,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31800,708750,31746,75,1925,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31801,585000,31746,75,1925,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31802,265050,8002,50,1930,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31804,427950,10955,27,1900,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,2
31806,4276800,89418,199.83,1940,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31807,259650,1950,40,1994,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31808,115200,3680,20,1910,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31809,441000,11381,105,1966,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central Harlem,8
31811,125550,828,100,1940,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Central Harlem,9
31815,250650,14688,37.5,1938,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,2
31816,334350,14688,37.5,1938,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Central Harlem,2
31817,198000,4696,25,1920,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Central Harlem,5
31818,22447800,253722,170,2007,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31819,1030050,23988,149.92,1961,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31823,6678450,185318,89.5,1961,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Central Harlem,3
31825,6678450,185318,211,1959,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Central Harlem,3
31826,21119400,555954,424.67,1959,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31827,6678450,185318,184.75,1959,0,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Central Harlem,3
31828,6678450,185318,295,1959,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Central Harlem,3
31829,4858200,93855,245,1923,1,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Central Harlem,6
31830,2930850,48107,199.83,1932,1,35491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Central Harlem,6
31832,1373850,28300,137.92,1965,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Central Harlem,8
31833,2614500,129386,61.83,1970,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Central Harlem,3
31835,2405250,152421,133.75,1931,1,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Central Harlem,8
31836,2185200,1100,434.67,1947,0,35491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Central Harlem,9
31837,22816350,756400,422.19,1966,0,33558,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Central Harlem,3
31839,452392,9672,25.42,1921,0,27424,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,East Harlem,4
31840,3210750,65510,50,1988,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,East Harlem,3
31841,930600,21129,50,1926,0,27424,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31842,16407,9866,25.5,1900,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31843,48906,4000,20,2001,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31845,762300,9105,25.42,1900,0,27424,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31846,551250,12000,25.92,1900,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,East Harlem,4
31847,12400200,29723,80.92,1992,0,27424,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,East Harlem,8
31848,1183500,23310,50.5,1921,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,East Harlem,4
31873,7027650,138050,100.92,2001,0,27424,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,3
31879,38888,3764,19.83,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31881,45782,3764,19.83,2002,0,27424,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31882,46128,3764,19.83,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31883,45763,3724,20.75,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31885,51517,3764,20.75,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31886,52934,3764,19.83,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31887,53029,3764,19.83,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31888,42128,3764,19.83,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31889,37022,3764,19.83,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
31890,25398,3764,19.83,2002,0,27424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Harlem,2
