id,AssessTot,BldgArea,LotFront,YearBuilt,CommFAR,MedIncome,IfAlter,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Zone,LandUse
6560,19157850,184900,189.92,1982,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6563,812700,9371,25,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6571,3239550,9436,25.33,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6576,782100,8940,25,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6577,536850,9515,25,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6580,796950,9952,25.25,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6582,830700,9250,25,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6583,351900,7632,25,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6584,270450,7779,25,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6590,848250,7330,27,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6591,107827,9000,26.92,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6594,2292750,3654,25.25,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6601,4126500,36525,128,1972,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,GV & Soho,8
6603,11232900,41182,93.08,1986,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6606,814320,5800,25,1880,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6610,11444850,67300,100.08,1999,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6611,278553,3700,25,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6612,1336500,16162,44.17,1920,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6616,633083,8670,25.25,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6618,2056050,8950,24.92,1910,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6619,314164,6793,25.25,1910,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6621,955695,20080,25,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6623,321750,1804,25.83,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6636,8167950,56340,100.17,1912,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6640,20773800,78033,75.75,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6643,18008550,96000,50.17,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6647,31562100,122454,98.08,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6656,3110400,26058,25,1920,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6657,3303450,29586,25,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
6660,4125600,11875,25,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
6663,3749850,14063,25,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
6664,5298749,20755,36.42,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6666,1332000,10634,25,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6667,884973,11076,25,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6668,789977,11076,25,1920,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6678,617579,12452,24.83,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6682,1528200,3739,25,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6693,737674,14922,25,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6694,5914800,54300,100,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6696,753300,3863,25,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6701,3315600,2420,20,1920,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6705,2761650,5405,23,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6708,6184844,23395,50,1907,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6709,10296008,46055,100,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6716,1394550,3000,25,1950,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6719,3789000,20670,50,1910,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6727,773767,11613,25,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6736,3075300,20196,50,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6737,5490916,40039,50,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6750,4019850,34276,69,1910,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6753,313740,7545,23.58,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6754,6705901,38499,166,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6759,2867850,22517,50,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6762,995850,5825,25.17,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6763,1526850,10210,25,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6764,1668600,10170,24.92,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6770,3874050,20034,53.17,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6777,3695850,825,250.25,1935,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,GV & Soho,9
6781,127394,3678,19.67,1901,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6782,1794600,17494,46.25,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6784,3665700,33930,75,1900,0,96667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6785,3816900,32738,50,1925,0,96667,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6791,1198800,10246,60,1955,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
6792,2009700,20732,48,1919,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6794,412393,5446,23.5,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,1
6800,7042050,39658,94.83,1951,0,96667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6802,24756300,214110,214.75,1926,10,96667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6804,1378350,9385,25,1900,10,96667,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6807,21849750,283860,79.75,1904,10,96667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6808,22022100,313379,170,1926,10,96667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6809,5762250,49475,115.92,1900,0,113973,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GV & Soho,8
6820,214488,3560,28.75,1900,0,96667,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6827,1059300,12528,39.58,1910,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6828,154456,6387,20,1910,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6830,1396800,15372,39.83,1910,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6835,850659,14275,48.67,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6839,1238780,17004,37.58,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6841,607375,7804,24.33,1925,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6842,576900,7545,23.83,1920,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6843,581542,7890,23.67,1925,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6844,371287,7545,23.83,1920,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6845,594900,7825,24.67,1920,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6848,903150,10927,37.5,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
6849,816300,10779,37.5,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
6850,724050,6420,25,1920,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6851,632700,6715,25.25,1927,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6854,407700,5164,16.33,1920,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
6861,1325700,10054,68.33,1920,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6862,526950,3168,17.08,1920,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6864,420300,3500,20.58,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
6867,5419800,40788,100,1897,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6872,119219,8650,25,1920,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6881,169418,6262,22,1910,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6884,280350,7670,20,1914,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6886,2529450,18081,40.17,1910,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6897,8366850,34088,201,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GV & Soho,8
6906,1580400,25480,63.33,1910,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6907,3713850,28542,80.08,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6908,133727,6124,20,1910,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6911,46440,9960,20,2007,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6914,34809750,169961,84.67,1927,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6916,652950,8500,48.08,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
6924,3051450,7195,20.67,1915,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,GV & Soho,7
6927,88101450,286250,200.17,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6930,25411500,231840,84,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6938,1346652,21852,24,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6940,24003899,122539,53,1915,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6941,16690949,99287,52,1917,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6943,6637050,61999,36.83,1885,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6946,1320203,26668,50.17,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6954,28029600,67452,100,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6960,3321450,6037,37.5,1920,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6964,1299600,2500,71.25,1941,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6966,758700,6859,25,1825,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,GV & Soho,5
6971,516311,11015,25,1912,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6972,5462100,49170,99.33,1895,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6975,6781680,27908,50,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
6981,4975650,40180,75,1920,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6988,2553300,6250,200,1987,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
6990,418454,8962,25,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
6992,877150,15524,25.67,1910,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
6999,2581650,20885,43.58,1920,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
7004,779257,9000,24.42,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7005,362009,5806,24.42,1900,5,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7020,1437750,15008,37,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7022,1249200,9392,24.67,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
7027,2295450,30025,75,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
7030,1064250,12375,55,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
7031,599400,5500,26.5,1952,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
7034,2746350,28497,75,1985,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
7037,2492550,21375,50,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7038,1418850,11046,74,1952,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GV & Soho,8
7049,2924550,20901,49.67,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7050,1534950,19830,49.83,1909,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GV & Soho,8
7054,678150,5581,25.17,1978,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
7058,1824300,12887,25,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7059,1962450,16212,25,1910,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7071,546063,4305,20.83,1900,0,113973,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
7090,1709100,14700,49,1910,0,113973,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
7096,153792,3952,20,1899,0,113973,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,1
7104,37253700,329116,201.17,1929,10,113973,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7106,41976000,436629,200.42,1926,10,113973,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7107,707400,4875,25,1900,0,113973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7108,133908,2380,17.5,1899,0,113973,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,1
7112,950400,9250,25,1900,0,113973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7114,1936350,9368,66.25,1974,0,113973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,GV & Soho,8
7115,113385,3144,21.75,1899,0,113973,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,1
7116,68373,3192,21.17,1900,0,113973,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,1
7143,4515300,43365,69,1900,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,GV & Soho,5
7144,4510800,27935,92,1929,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
7146,99532,6440,23.08,1899,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7152,473090,7533,25.33,1900,6,100859,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
7155,3464550,23000,50.08,1920,6,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
7168,32013450,122200,86.67,2004,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7169,3539250,32440,31.75,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
7170,19108350,99470,75.08,1910,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7177,1547100,1185,94.17,1926,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7178,797966,15610,89,1900,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
7179,2794950,3700,50,1920,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7180,1362150,1000,27,1927,5,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7189,9461250,212832,248,1966,2,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,GV & Soho,3
7190,7866000,29000,130,1961,2,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7191,34211250,569909,377,1967,2,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GV & Soho,8
7196,2406600,20934,50,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7197,2943000,28623,57.08,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
7204,2475900,28500,50,1900,0,100859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
7223,187083,5460,18.75,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
7226,222032,5069,18.92,1900,0,100859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
